#{"t_start": 1765376885.146278, "env_id": "None"}
r,l,t
25.830894,15,0.582035
-37.135658,10,0.638081
-5.49297,15,0.721848
42.174593,15,0.806508
-45.423426,7,0.844481
21.573061,15,0.928917
13.165737,15,1.013946
11.705316,15,1.098578
-58.893374,15,1.183522
7.933778,15,1.267626
-29.578073,6,1.301957
41.000094,15,1.386018
-2.006108,15,1.468419
18.973094,15,1.55171
13.129271,15,1.635126
-56.816674,11,1.695235
-37.11849,6,1.729144
10.176866,15,2.161607
-0.460207,15,2.24459
-29.536833,9,2.296361
-40.911576,14,2.374016
-19.857636,6,2.407548
-117.903641,15,2.489594
31.354731,15,2.573247
-60.793531,8,2.61665
-81.51558,13,2.68978
36.841616,15,2.775398
-35.054375,7,2.814435
33.659672,15,2.898096
-32.888401,5,2.926605
-31.936384,5,2.954989
-35.749101,9,3.005307
3.631098,15,3.088397
-40.952994,10,3.146398
30.019117,15,3.230775
-36.658502,10,3.286924
11.349523,15,3.673099
-31.638544,12,3.739915
-87.775512,6,3.774547
3.238269,15,3.857433
-2.328309,14,3.936526
-77.12553,13,4.008599
11.234196,15,4.093048
-35.745397,6,4.126185
-47.578583,10,4.182126
-25.932521,15,4.265066
-7.230107,15,4.347544
-31.359475,14,4.425471
-25.054495,8,4.469363
20.436303,15,4.552162
-5.612822,15,4.635127
-74.902438,7,4.674284
21.225802,15,4.757836
-10.998132,12,4.825828
-20.499958,11,4.888029
-44.110962,11,5.24959
-5.606488,7,5.289406
-33.237675,9,5.339335
21.729952,15,5.422787
-46.73987,10,5.479256
-44.65439,5,5.507031
-17.024978,13,5.57871
-18.372282,6,5.612363
-21.864626,6,5.645802
-59.926741,9,5.696235
-49.531244,7,5.735258
-62.590097,7,5.774587
-15.589164,15,5.858112
25.432726,15,5.941589
-50.835959,11,6.0018
-49.939621,7,6.040153
-4.822443,15,6.123249
-12.405809,9,6.17353
-19.461934,8,6.218299
-20.63565,15,6.302726
-6.024886,9,6.354425
16.051254,15,6.438702
-31.470647,11,6.799698
-49.784372,11,6.861469
-13.151368,12,6.928575
-4.317734,13,7.001779
17.090429,15,7.085949
-54.703852,7,7.124638
-75.996021,14,7.203901
17.629367,15,7.288861
6.94488,15,7.377106
-20.659783,15,7.461092
-39.551668,6,7.494764
31.860834,15,7.578372
-45.609578,8,7.621953
-21.858711,7,7.660641
-37.888104,15,7.743636
-36.657779,14,7.822238
37.162734,15,7.905119
18.365935,15,7.988597
-26.008638,13,8.359787
-63.602035,10,8.415352
-8.38415,15,8.497973
-42.679766,13,8.569736
-27.946949,6,8.602662
-26.009643,13,8.674924
10.169796,15,8.758488
-22.673599,6,8.791829
0.653211,15,8.874784
32.701659,15,8.95812
0.347572,15,9.041489
11.119297,15,9.124254
-33.383238,11,9.185539
-38.164474,7,9.223805
-62.664166,6,9.256584
-51.639729,8,9.301317
-25.214067,8,9.345884
-4.885793,15,9.429899
-52.415663,7,9.468749
-73.658653,14,9.546583
-35.49554,8,9.91594
-15.263646,8,9.960747
-3.842977,15,10.044894
5.337899,15,10.127436
-43.915683,15,10.210579
-57.798898,10,10.267115
11.941967,15,10.35056
-78.338979,12,10.416886
34.956803,15,10.499875
39.671307,15,10.582579
10.460654,15,10.665685
-40.034667,7,10.704532
-78.585098,10,10.759764
26.71949,15,10.841877
45.177875,15,10.924325
-18.502415,7,10.96286
-29.526791,15,11.044811
-4.66655,15,11.126523
46.506062,15,11.509362
47.061334,15,11.593426
-11.195001,10,11.649249
-3.358201,8,11.694494
37.800102,15,11.778914
-17.037326,8,11.823921
40.154695,15,11.909122
-120.156171,7,11.948809
-12.386835,10,12.005017
-33.440359,4,12.028127
29.768835,15,12.113504
24.548564,15,12.198895
42.177937,15,12.284309
-13.281456,15,12.368271
-6.977879,10,12.425084
40.059257,15,12.510689
36.688223,15,12.595727
-34.422513,8,12.640996
6.897776,15,12.724649
-31.564315,14,13.107515
20.505448,15,13.192955
48.268019,15,13.278005
24.778222,15,13.362176
3.567256,15,13.446402
37.577843,15,13.531688
15.479275,15,13.616101
28.448487,15,13.700141
-41.378926,7,13.738814
-12.347575,8,13.783818
35.384713,15,13.868819
46.377603,15,13.952317
-22.878857,15,14.037374
32.983691,15,14.120603
22.483361,15,14.203856
1.220694,15,14.288122
33.645068,15,14.672473
39.689198,15,14.757208
-20.653227,15,14.84102
2.638911,15,14.924488
44.591877,15,15.008118
-7.916521,10,15.063151
39.405022,15,15.145882
-29.068865,9,15.19651
26.019716,15,15.280278
39.530646,15,15.363603
12.843528,15,15.447513
23.737798,15,15.530734
38.258252,15,15.61476
25.279139,15,15.699999
18.955197,15,15.784716
10.794712,15,16.168187
7.382917,13,16.241958
38.823241,15,16.326918
40.173123,15,16.412388
17.868631,15,16.497231
14.150963,15,16.58197
6.876482,15,16.666044
33.665552,15,16.751702
29.436351,15,16.837259
36.786696,15,16.922083
31.035677,15,17.00763
27.731228,15,17.092613
31.597168,15,17.177545
41.102704,15,17.262704
9.256246,15,17.34708
40.879191,15,17.73153
28.44065,15,17.817254
50.216517,15,17.902396
-10.621071,12,17.969798
-14.373283,9,18.020934
40.976938,15,18.10627
-21.399679,9,18.156473
45.933512,15,18.241852
36.972004,15,18.327128
50.211125,15,18.411972
15.082539,15,18.496844
36.255229,15,18.581684
18.225572,15,18.666723
34.429314,15,18.750867
-20.954165,10,18.806619
43.349757,15,18.890239
-2.419985,13,18.961985
11.601605,15,19.347271
34.989269,15,19.432176
38.960413,15,19.516549
21.440107,15,19.601395
38.377144,15,19.68651
43.758228,15,19.770365
35.038289,15,19.854716
39.12074,15,19.939356
26.350699,15,20.02371
33.195586,15,20.107941
