#{"t_start": 1765383143.068912, "env_id": "None"}
r,l,t
-78.477909,15,0.666017
-26.806122,15,0.754293
-25.10967,10,0.811415
-7.382825,15,0.894941
-8.919845,13,0.966638
-24.072565,13,1.041391
23.12554,15,1.125823
-28.912835,9,1.177607
-45.187208,6,1.214788
-19.314326,12,1.286733
-30.88341,7,1.32712
-2.393369,15,1.41338
15.945809,15,1.499497
-54.411151,10,1.556687
-52.020616,10,1.613278
-59.597842,8,1.659017
-63.014551,14,1.742703
-18.743528,10,1.800108
-10.775329,15,2.269476
-89.034794,12,2.337595
-33.045437,9,2.388989
2.934979,15,2.47557
13.379112,15,2.563076
-27.251607,5,2.59356
-69.63318,10,2.654494
-36.268696,6,2.689615
20.625709,15,2.781065
-16.343282,15,2.867491
-59.047237,15,2.951699
11.873497,15,3.037551
-37.623892,9,3.091173
23.512308,15,3.183659
-70.172794,6,3.218314
-63.601717,9,3.267596
-35.549321,14,3.352156
33.877826,15,3.439834
22.350747,15,3.527685
-48.151627,15,3.949217
-54.240674,4,3.972453
-27.053517,10,4.030363
6.489664,15,4.120329
3.106501,15,4.205714
-43.296304,9,4.257122
16.189603,15,4.343073
7.173129,15,4.427497
-38.234599,11,4.494638
-23.304566,7,4.537323
-18.821576,9,4.587409
-43.193206,14,4.668081
-47.641822,11,4.734844
-57.395826,9,4.790901
-78.69017,13,4.865662
-42.355894,5,4.895672
-35.918328,6,4.930015
-16.523627,10,4.989301
-39.1839,10,5.047091
-21.463999,8,5.094759
34.816859,15,5.189102
-39.365594,8,5.579316
-39.247369,6,5.615095
-32.341408,9,5.668336
-39.569132,9,5.718941
-3.653665,15,5.80993
-56.499127,11,5.872947
-44.048715,8,5.917453
17.681116,15,6.005077
-14.202796,11,6.07158
25.111584,15,6.160985
-57.713864,11,6.224691
-29.550515,8,6.275383
-34.301952,9,6.325349
-26.738286,14,6.409824
-55.879537,5,6.440483
-32.701146,15,6.528002
43.96676,15,6.613316
-33.629695,8,6.65931
-122.837898,13,6.736292
12.299037,15,6.824125
-59.569085,9,6.876099
27.325232,15,7.30809
-54.922182,6,7.343243
-37.599837,7,7.386833
-33.196899,8,7.433135
29.276391,15,7.521901
-24.586686,7,7.56474
-44.275949,14,7.646307
26.839801,15,7.733091
46.456456,15,7.820041
33.265058,15,7.91025
-35.082225,11,7.973231
-24.17265,15,8.062233
-31.532344,8,8.109154
-26.932806,9,8.16236
-8.595809,15,8.250427
-31.418177,12,8.32538
-28.966663,10,8.385054
25.797992,15,8.473831
-43.735532,6,8.508307
9.853924,15,8.952808
24.752039,15,9.045942
-22.961663,10,9.106778
-73.405618,9,9.161949
-12.353389,10,9.221582
34.477339,15,9.314539
