#{"t_start": 1764869462.3713238, "env_id": "None"}
r,l,t
43.406059,8,11.213836
368.766635,15,11.228331
-55.019454,4,11.232368
-30.675057,5,11.236968
-30.360102,5,11.241696
369.000064,15,22.59598
-5.903103,6,22.601578
-5.106863,6,22.607496
-6.391614,6,22.612911
-6.226485,6,22.618321
66.983633,9,34.055033
-4.370719,6,34.061455
-6.882073,6,34.067007
-6.188125,6,34.072554
-9.699763,6,34.077907
-29.913072,5,46.278159
-56.239921,4,46.282024
369.90176,15,46.299631
114.981568,11,46.30994
370.125843,15,46.324343
17.325891,7,57.499899
38.453947,8,57.507432
-29.686576,5,57.512423
40.58269,8,57.519777
-8.197152,6,57.525241
-10.63005,6,68.554672
17.958761,7,68.561143
18.354273,7,68.567774
162.746079,13,68.580166
-6.311232,6,68.585917
370.104461,15,79.779743
41.768833,8,79.787307
14.643566,7,79.793589
369.72184,15,79.808495
-29.073086,5,79.813547
-55.149908,4,91.359026
18.79729,7,91.365846
370.330488,15,91.380788
-29.139509,5,91.386033
143.517546,12,91.397641
370.599717,15,103.127942
17.489644,7,103.134624
40.624519,8,103.142093
370.404058,15,103.156333
369.937019,15,103.171018
42.831277,8,116.333199
141.9457,12,116.345391
64.219077,9,116.354371
44.50193,8,116.362607
118.55577,11,116.373978
-57.152451,4,128.537228
19.371416,7,128.543858
-29.687775,5,128.548662
370.392962,15,128.563038
369.460076,15,128.577425
142.672388,12,139.791366
-8.020964,6,139.796869
93.852815,10,139.806502
114.59777,11,139.816476
115.73822,11,139.826806
87.420898,10,151.178679
368.037856,15,151.193509
68.867682,9,151.203188
369.742437,15,151.217881
189.88777,14,151.231392
43.445042,8,163.363411
-77.966505,3,163.366609
370.685537,15,163.381038
191.302031,14,163.394136
19.935795,7,163.401097
19.618478,7,174.506854
370.496419,15,174.521486
43.649363,8,174.529246
43.256844,8,174.537296
370.17946,15,174.551756
-30.476623,5,185.65401
-5.440281,6,185.659837
369.970004,15,185.674446
369.801104,15,185.688937
-30.323372,5,185.693684
190.505454,14,196.796066
41.969791,8,196.803541
68.850395,9,196.812325
191.637998,14,196.825491
69.039945,9,196.834021
-54.535736,4,209.481314
-28.962628,5,209.48635
369.106489,15,209.500682
91.294066,10,209.509808
369.742884,15,209.524288
-6.655121,6,221.316952
370.252388,15,221.33146
68.25725,9,221.339984
43.545476,8,221.347563
370.18833,15,221.362098
-5.377236,6,232.545705
45.461386,8,232.555087
142.099804,12,232.566617
369.2697,15,232.583952
166.60885,13,232.596734
-29.477552,5,243.800373
92.712066,10,243.809785
20.225642,7,243.816514
369.721488,15,243.831313
19.593093,7,243.838174
369.535921,15,254.96884
-28.7542,5,254.973931
92.646547,10,254.983715
117.727821,11,254.995088
-6.606955,6,255.001102
-5.056726,6,266.236866
-4.01908,6,266.242843
18.751782,7,266.249422
115.22232,11,266.259996
44.468973,8,266.267947
190.970128,14,278.132101
66.824108,9,278.141491
63.097211,9,278.149661
-28.767817,5,278.156029
-4.331126,6,278.16249
-29.754856,5,289.444783
-56.715254,4,289.448551
167.767917,13,289.460864
370.017392,15,289.475358
370.40515,15,289.490493
19.767989,7,300.560683
-53.197617,4,300.564987
-78.594522,3,300.568062
19.986893,7,300.574949
92.31732,10,300.584354
