#{"t_start": 1764854029.909832, "env_id": "None"}
r,l,t
-58.080983,4,0.67948
-30.001291,5,0.68473
43.392567,8,0.692718
-29.507802,5,0.697557
-31.015417,5,0.702132
19.69007,7,0.70892
18.799199,7,0.71546
-5.71305,6,0.721176
-55.771205,4,0.724956
-29.991071,5,0.729608
17.478949,7,0.736108
-9.341287,6,0.741798
-5.848075,6,0.747693
68.004942,9,0.756152
-30.364011,5,0.760737
-56.16895,4,0.764298
-53.067121,4,0.768306
-35.45079,5,0.772691
116.977717,11,0.782964
-6.116117,6,0.788546
-55.095124,4,0.79249
-5.583593,6,0.798313
-54.367796,4,0.802286
45.032316,8,0.810008
-54.207029,4,0.813952
-54.954805,4,0.817726
-29.489931,5,0.822545
-30.590666,5,0.827201
-53.188534,4,0.831276
-53.196486,4,0.835294
-29.323426,5,0.840115
-53.727291,4,0.844088
-6.180872,6,0.849831
-56.400664,4,0.853493
18.983243,7,0.860281
-54.443774,4,0.864319
43.602003,8,0.871845
-55.475023,4,0.875436
-54.151612,4,0.879404
-6.977491,6,0.884859
-30.744233,5,0.889476
19.282151,7,0.89635
-54.202209,4,0.90076
-56.344594,4,0.904672
-30.893748,5,0.909268
-32.003421,5,0.913758
-56.015156,4,0.917356
-30.941579,5,0.921956
-30.046293,5,0.926694
-29.215584,5,0.931469
-53.431233,4,0.935392
-54.733072,4,0.939118
18.803097,7,0.945692
-4.456232,6,0.951491
-5.273182,6,0.957353
69.563539,9,0.965914
-4.977923,6,0.971537
-30.92688,5,0.97613
-8.363776,6,0.981711
-54.648889,4,0.985632
42.087576,8,0.992952
45.065933,8,1.000593
118.819141,11,1.011199
-31.742126,5,1.015675
-5.05785,6,1.021531
-4.35463,6,1.027201
-4.806484,6,1.0329
-6.951536,6,1.038325
13.636411,7,1.044584
-55.993513,4,1.048252
-29.454641,5,1.053044
-30.929546,5,1.057621
-53.104307,4,1.061616
-6.148633,6,1.067086
-31.092141,5,1.071516
-29.809958,5,1.076469
-55.237948,4,1.080115
-55.349352,4,1.083898
-29.341719,5,1.08871
-6.171485,6,1.094346
-54.544521,4,1.098292
-6.663673,6,1.103644
-32.301301,5,1.108256
68.750292,9,1.116848
-4.392113,6,1.122706
-34.453284,5,1.127044
-31.171404,5,1.131708
-54.142923,4,1.135658
39.375349,8,1.142839
-29.665386,5,1.147674
-54.871385,4,1.151597
-54.591852,4,1.155414
-54.357171,4,1.159253
-30.899616,5,1.16382
-56.85395,4,1.167487
-5.230079,6,1.173138
40.917412,8,1.180384
-4.691145,6,1.186128
-5.444185,6,1.191726
191.529816,14,1.204597
-54.643588,4,1.208581
-29.958536,5,1.21342
-54.876726,4,1.21719
-53.855668,4,1.22107
-55.087569,4,1.22491
14.223202,7,1.231125
-53.687592,4,1.235346
17.363584,7,1.242764
19.44933,7,1.250077
-54.519839,4,1.254057
-29.612856,5,1.259183
116.245639,11,1.269381
-53.420385,4,1.273737
-30.971006,5,1.27854
43.769944,8,1.286197
-7.478644,6,1.291593
-7.912198,6,1.296973
-54.672714,4,1.30093
-29.646504,5,1.305756
-6.162956,6,1.311261
-32.423786,5,1.315729
-54.583102,4,1.31974
91.804304,10,1.329023
-53.695422,4,1.332913
-5.357197,6,1.338599
-29.148539,5,1.343408
-55.890334,4,1.347182
-33.033166,5,1.351663
67.390565,9,1.360098
111.316702,11,1.37012
-54.258161,4,1.374223
44.627251,8,1.381841
-9.655741,6,1.387201
20.165168,7,1.393997
40.852934,8,1.401283
-29.381635,5,1.406158
-4.273368,6,1.412081
-30.004487,5,1.416842
38.45808,8,1.424109
-55.288613,4,1.427892
69.394611,9,1.436734
42.979432,8,1.444042
18.025756,7,1.45044
-30.168615,5,1.455119
-54.961962,4,1.458907
15.027001,7,1.465306
17.525429,7,1.471835
-30.936382,5,1.476422
-11.300876,6,1.481808
45.404619,8,1.489641
17.960321,7,1.496178
-5.630854,6,1.501849
-54.799253,4,1.505769
-53.462048,4,1.509726
64.37293,9,1.517911
-29.043516,5,1.522842
-29.907669,5,1.5276
-31.913238,5,1.531974
-55.970393,4,1.535705
-55.522433,4,1.539328
93.561574,10,1.548886
18.61281,7,1.555338
-30.797983,5,1.560126
20.293493,7,1.566772
-29.037928,5,1.571628
-28.664316,5,1.576602
-30.305583,5,1.581547
-54.577697,4,1.585587
-5.792087,6,1.59131
68.060089,9,1.599633
-54.574871,4,1.603412
-5.683654,6,1.60889
-55.106323,4,1.612677
-12.035411,6,1.617952
-35.21048,5,1.622345
-3.74788,6,1.628218
115.280216,11,1.638375
-53.793255,4,1.642231
-29.461289,5,1.64704
-54.495869,4,1.651058
-54.738344,4,1.654799
42.013728,8,1.661964
118.059218,11,1.672512
-54.747846,4,1.676342
-33.26908,5,1.680835
-30.322027,5,1.685491
-30.411786,5,1.690374
14.532893,7,1.69656
67.098026,9,1.704863
-34.029256,5,1.709214
-30.409314,5,1.713979
66.401855,9,1.722224
-32.334363,5,1.726798
-7.589,6,1.732264
43.719647,8,1.739847
19.843701,7,1.746425
-53.474742,4,1.750438
-53.565355,4,1.754465
19.305098,7,1.76127
-55.606192,4,1.764963
-4.190225,6,1.770893
18.37801,7,1.777248
-54.500546,4,1.781112
-54.655525,4,1.78513
-58.581841,4,1.78856
-6.223715,6,1.794034
-5.984778,6,1.799756
-31.045785,5,1.80435
-53.07818,4,1.808374
68.490102,9,1.816842
-28.816995,5,1.821809
-29.923422,5,1.826681
