#{"t_start": 1765380064.446008, "env_id": "None"}
r,l,t
-35.663826,8,0.767006
-44.734129,12,0.842347
-22.273959,8,0.887141
-0.618724,14,0.966246
-101.87056,13,1.039784
-39.388649,7,1.079802
19.599181,15,1.167724
-5.32856,15,1.252938
-24.893149,6,1.287139
-28.888461,8,1.343578
-29.604967,9,1.396358
34.575272,15,1.480562
-26.46169,13,1.553481
-26.386908,10,1.609755
-47.663599,8,1.65558
-39.461911,7,1.694186
-46.581171,8,1.738953
-38.866066,11,1.80216
-39.396595,5,1.831312
-31.378219,15,1.916485
-86.631687,9,1.966592
19.990357,15,2.453039
-24.931209,12,2.521636
-17.526551,14,2.600586
-23.426541,7,2.63983
-44.216041,8,2.685235
-29.328032,6,2.719148
-44.607342,7,2.759663
-52.155287,7,2.799039
-94.297159,6,2.833174
35.890858,15,2.924011
-52.65283,10,2.981158
-38.520467,5,3.010468
6.849313,15,3.097332
-87.083094,7,3.136067
26.631116,15,3.238679
5.151688,15,3.329639
-124.590792,5,3.35904
9.222824,15,3.443879
43.897507,15,3.531939
-37.850833,6,3.565928
-49.514209,5,3.596296
22.809954,15,3.681013
-4.657552,14,4.061362
9.565099,15,4.144984
-8.730411,13,4.219341
-81.469929,7,4.258882
-54.956829,15,4.344611
-32.314647,10,4.401515
-20.053914,6,4.435206
42.032276,15,4.519308
-19.365862,12,4.585331
-73.1245,8,4.630851
-15.081234,15,4.717966
5.105424,15,4.803407
20.729917,15,4.891441
19.224007,15,4.977807
-46.861648,8,5.023847
33.930359,15,5.11038
-52.502718,10,5.168553
-9.316159,12,5.237501
-46.242388,14,5.317222
-20.727971,15,5.737692
20.145602,15,5.882974
24.797435,15,6.01142
-33.30064,12,6.080246
-68.654974,12,6.148077
-48.75361,11,6.212464
-0.828262,12,6.281301
-39.152343,6,6.315389
39.318691,15,6.40182
28.912519,15,6.496973
23.39675,15,6.586024
24.436795,15,6.671911
-41.427699,13,6.748471
25.675729,15,6.83515
-50.138117,11,6.898
-16.301341,10,6.954603
8.04891,15,7.039597
-21.562893,15,7.44905
47.990805,15,7.533238
8.137956,15,7.633843
-28.91636,5,7.662177
-57.963759,12,7.73027
-30.126685,12,7.796637
31.813738,15,7.881506
-17.39349,12,7.950832
-36.482657,13,8.024546
-17.495846,8,8.070409
-0.439505,14,8.148254
-17.265208,13,8.224791
-33.764558,15,8.309133
-7.658451,14,8.388748
29.834042,15,8.471175
-40.671003,15,8.559316
-40.917906,14,8.640678
19.406233,15,9.030668
12.919747,15,9.119375
18.694943,15,9.205148
-26.457665,10,9.262382
-31.642213,7,9.302807
-25.774724,15,9.38679
35.597016,15,9.47093
-98.458955,6,9.503576
33.566558,15,9.589634
-9.516524,11,9.653432
0.289726,14,9.733573
-31.247124,13,9.807943
2.584549,15,9.89451
-11.922203,8,9.94065
-48.909129,8,9.987117
-61.148256,12,10.055812
-41.813563,6,10.090035
19.521645,15,10.177201
-11.384383,10,10.234241
-28.645729,10,10.586931
-16.00943,11,10.648254
12.138334,13,10.721606
-41.782452,6,10.757206
-30.068245,12,10.824523
-14.053986,15,10.911967
-19.173693,15,11.007943
-44.896192,12,11.08365
17.764088,15,11.17059
-22.123246,15,11.255659
-28.248413,13,11.328527
21.581839,15,11.416881
-33.06896,7,11.457335
-39.271257,12,11.527561
16.224736,15,11.614378
34.340012,15,11.700088
11.832204,15,11.788788
-53.718497,6,11.823837
-6.912459,15,12.209131
36.480012,15,12.293562
29.817513,15,12.376506
-22.401494,12,12.446149
31.540505,15,12.53475
35.030541,15,12.621507
-4.695222,14,12.70038
-30.433127,15,12.785568
-12.592114,10,12.843469
-18.850219,8,12.888847
42.858579,15,12.974883
38.804946,15,13.061798
19.311542,15,13.148915
-18.777505,6,13.182421
-19.480775,15,13.268554
-24.538777,11,13.330889
23.607757,15,13.416066
-41.534358,12,13.787178
-25.504606,10,13.843201
-2.548671,11,13.904803
40.714086,15,13.989889
-36.527986,12,14.058474
-10.937292,15,14.143777
-23.494635,7,14.184498
29.415124,15,14.269901
-29.502287,8,14.318829
-9.152317,9,14.370879
21.711775,15,14.456494
-10.989587,7,14.496408
-14.859938,14,14.576754
27.075466,15,14.662851
23.05931,15,14.748536
-26.394656,11,14.810894
36.446959,15,14.897238
46.333529,15,14.983052
-22.993117,13,15.354655
36.159774,15,15.441129
29.054268,15,15.526889
44.735208,15,15.614131
37.103353,15,15.701278
31.592681,15,15.787535
42.384571,15,15.872505
-20.282993,9,15.923617
-20.865813,8,15.969274
44.141777,15,16.055357
27.113729,15,16.141969
23.69228,15,16.228825
46.122367,15,16.312485
39.894709,15,16.401644
49.753227,15,16.491723
-9.46369,8,16.538772
-20.217556,15,16.62398
19.210532,15,17.013301
31.639956,15,17.101263
33.844262,15,17.187218
31.307745,15,17.275124
43.065497,15,17.372273
36.339397,15,17.506583
35.263125,15,17.597927
31.008818,15,17.695161
33.48807,15,17.795132
38.440591,15,18.062254
-11.218409,6,18.104582
41.833153,15,18.203674
-6.610344,13,18.298247
25.428827,15,18.395464
39.883108,15,18.484245
43.696448,15,18.572559
38.358435,15,18.99095
-15.747036,6,19.027041
-14.903242,11,19.092894
23.433766,15,19.181423
33.155142,15,19.272304
42.784318,15,19.428426
38.426655,15,19.793962
12.548051,15,19.979669
27.502533,15,20.145452
20.509828,15,20.233351
38.684356,15,20.325602
