#{"t_start": 1765387522.273466, "env_id": "None"}
r,l,t
-27.241211,5,0.711485
-80.668593,11,0.776144
-28.924849,5,0.804568
0.178605,15,0.889946
-50.358434,11,0.951033
-25.503645,14,1.029244
-37.792395,11,1.09274
-32.21496,5,1.131056
-95.866527,9,1.227439
-26.539864,7,1.266291
-27.014528,9,1.317469
-65.406541,15,1.400903
-52.670863,10,1.456126
-41.259162,13,1.530578
9.984477,15,1.614958
-89.545629,15,1.697813
-36.914336,7,1.736359
-42.885235,12,1.803032
-49.213031,12,1.869726
-7.262801,15,1.953489
-61.742469,4,1.992435
-65.46342,6,2.459677
-49.17976,14,2.538295
-47.636408,11,2.601247
-73.124129,11,2.662315
-34.86751,10,2.717853
-32.543928,12,2.785398
-9.210652,10,2.841951
-28.981646,6,2.881737
-32.382181,12,2.949073
-42.85078,15,3.035469
2.503103,15,3.121228
3.638237,15,3.215041
-43.433061,7,3.256993
-8.113356,15,3.34198
-54.816356,6,3.375844
-104.662378,15,3.461486
35.227896,15,3.548904
-25.228508,11,3.61384
-61.163376,15,3.707505
-34.582939,9,3.791514
7.574461,15,4.238006
-24.388717,15,4.333442
33.331378,15,4.458907
-16.01197,15,4.550975
24.103857,15,4.638947
-59.982704,7,4.687589
8.571233,15,4.774531
-21.919624,15,4.860696
-6.566206,10,4.919826
-54.921879,9,4.974695
39.880562,15,5.066445
27.51253,15,5.166129
-89.361618,7,5.20938
-10.798876,13,5.288694
-60.85937,12,5.360811
-26.40197,15,5.449674
-19.44228,15,5.552408
-56.481845,7,5.903902
-8.573532,13,5.975907
-10.948377,13,6.052074
-55.346195,8,6.098246
36.432063,15,6.183203
-44.328356,9,6.233368
-25.262163,11,6.299429
-29.568314,5,6.327169
39.113079,15,6.414037
-79.152955,7,6.454211
-30.967669,10,6.51644
-50.252374,14,6.596481
-14.337729,7,6.635217
12.357451,15,6.719479
-62.111894,10,6.775376
-42.82313,9,6.829145
43.77346,15,6.914459
-82.702761,13,6.988914
3.944875,15,7.07494
-91.51285,9,7.129108
-61.978363,10,7.510991
-5.98176,15,7.599438
-52.694964,12,7.668693
-48.937332,14,7.748497
-37.297627,13,7.821297
-10.000903,15,7.909548
11.897352,15,7.998191
-19.824653,11,8.060052
28.20369,15,8.147232
25.821869,15,8.232094
33.206213,15,8.321035
-22.310646,13,8.393494
4.102137,12,8.462697
-21.827123,6,8.497218
-30.601534,13,8.569641
1.341977,15,8.653229
24.136536,15,8.738036
-37.008733,5,8.766816
-37.442967,8,9.124843
-26.327532,8,9.171398
-28.403889,13,9.245244
-28.425101,9,9.295945
-1.497585,15,9.383149
-1.109969,12,9.449147
7.073278,15,9.532903
12.078301,15,9.617478
-30.428447,8,9.662882
18.107255,15,9.748344
1.5656,15,9.833687
16.728937,15,9.918154
-1.412917,15,10.003237
12.400097,15,10.087893
14.850216,15,10.173387
23.556247,15,10.260375
-18.835614,6,10.293648
6.853025,15,10.68454
-18.319948,11,10.747407
32.346031,15,10.832667
32.483598,15,10.917868
-9.063286,14,10.997293
-64.089795,13,11.069618
-55.993888,8,11.119125
-65.196179,5,11.147189
-4.868009,13,11.221581
-37.945907,9,11.271165
-13.472917,8,11.317286
11.34518,15,11.404708
13.875363,15,11.488275
3.018583,15,11.571812
-23.717247,7,11.61113
-21.470131,6,11.647032
-8.668439,14,11.726788
42.014396,15,11.810578
-26.476722,15,11.893372
-0.591225,11,11.954144
48.78492,15,12.353203
0.134473,15,12.436921
19.086377,15,12.521579
39.257003,15,12.606514
31.910817,15,12.690518
-27.378179,10,12.744491
-50.869582,12,12.812609
-17.474502,13,12.886076
-31.832938,6,12.918801
-26.750127,5,12.947316
25.519507,15,13.031123
-35.159088,13,13.103055
-49.599599,10,13.158652
40.208346,15,13.242746
10.748329,15,13.326054
-24.026984,6,13.359066
17.81452,15,13.443052
24.518187,15,13.527617
-18.629767,6,13.867455
23.624691,15,13.952694
-12.098801,11,14.014629
-7.330337,10,14.072434
-8.060577,12,14.139963
27.330241,15,14.225285
