#{"t_start": 1764831538.9046772, "env_id": "None"}
r,l,t
-7.362286,5,12.258539
4.269952,6,12.263978
-9.364612,5,12.268512
-3.974264,5,12.274541
-14.065166,4,12.278538
-6.639625,5,23.200542
4.635183,6,23.205825
3.999567,6,23.211129
-4.463038,5,23.215819
-15.249004,4,23.219616
5.579076,6,34.541736
26.386732,8,34.55062
33.122812,9,34.559252
-14.433917,4,34.563454
24.761202,8,34.571069
15.983807,7,45.816366
64.960202,12,45.827491
24.282909,8,45.83462
72.204216,13,45.846347
15.430801,7,45.852889
25.388095,8,56.616926
43.413789,10,56.62704
144.945684,15,56.641239
146.877422,15,56.655335
74.315215,13,56.667497
146.800061,15,68.138122
41.041634,10,68.147323
43.426647,10,68.156579
4.431004,6,68.161947
51.25328,11,68.172204
147.130902,15,79.492646
13.186774,7,79.499331
-4.753652,5,79.50437
71.559203,13,79.516533
53.66294,11,79.526846
44.911131,10,90.657511
4.849888,6,90.663035
-4.814704,5,90.667761
84.636328,14,90.681199
65.534161,12,90.692522
-17.218625,4,102.048448
5.818699,6,102.054468
-5.949958,5,102.059156
-4.147099,5,102.064156
67.683603,13,102.076316
83.020311,14,113.949505
22.184184,8,113.956659
147.359486,15,113.970685
147.200584,15,113.984921
-9.040455,5,113.989285
74.05431,13,125.521035
35.656055,9,125.529565
146.621788,15,125.543763
53.255981,11,125.553785
83.579667,14,125.566847
43.814962,10,136.345887
-14.943232,4,136.34973
32.201764,9,136.357913
-3.436525,5,136.366451
147.104186,15,136.380862
22.450299,8,147.050715
60.854662,12,147.06156
53.944652,11,147.072026
52.373852,11,147.081922
-4.540821,5,147.08668
54.028162,11,158.9476
147.421094,15,158.963263
6.385356,6,158.969425
93.498006,15,158.983853
5.701187,6,158.989813
54.79701,11,170.156844
34.703633,9,170.165334
147.604756,15,170.179561
6.919368,6,170.185372
4.140254,6,170.190693
94.621993,15,181.704924
-14.693928,4,181.70877
24.035499,8,181.716118
44.339938,10,181.725398
145.381449,15,181.739688
73.503906,13,193.360487
2.026709,6,193.365824
5.161595,6,193.372775
147.566198,15,193.386828
5.96919,6,193.392495
32.738519,9,203.799734
147.401113,15,203.813879
38.477794,10,203.822817
147.354453,15,203.836842
52.702804,11,203.84701
-16.305593,4,214.45444
7.106197,6,214.460527
