#{"t_start": 1764848304.1279712, "env_id": "None"}
r,l,t
0.175299,4,11.323208
62.028436,7,11.329635
37.880168,6,11.334691
42.177236,6,11.340095
60.66554,7,11.346151
61.650942,7,21.675424
14.551248,5,21.6796
20.88037,5,21.683849
35.578138,6,21.688841
20.329791,5,21.693166
40.82395,6,32.234963
0.908469,4,32.238696
21.316565,5,32.243493
21.316825,5,32.248195
37.581076,6,32.253291
40.62577,6,42.701728
296.962787,15,42.715572
77.392267,8,42.722679
60.631408,7,42.729004
39.549471,6,42.734489
0.629705,4,53.258361
59.23753,7,53.264684
39.410554,6,53.270241
39.426609,6,53.275745
40.879124,6,53.28159
140.416623,11,63.761929
60.521556,7,63.768541
20.805317,5,63.773267
297.361279,15,63.787422
39.887816,6,63.792955
119.887235,10,74.879748
99.627247,9,74.88821
117.221267,10,74.897502
119.718536,10,74.907014
78.180916,8,74.914462
57.904575,7,85.433989
297.214934,15,85.44816
42.155627,6,85.454005
159.256293,12,85.465095
160.689328,12,85.476295
297.447575,15,95.848854
297.645725,15,95.86323
100.179686,9,95.871767
2.24172,4,95.875737
295.959458,15,95.890022
21.465654,5,106.452064
176.51029,13,106.463884
1.511269,4,106.467936
119.039749,10,106.477224
178.553823,13,106.489211
178.52201,13,117.0709
20.166362,5,117.075381
1.186736,4,117.079294
40.561175,6,117.084887
76.691523,8,117.092023
39.115878,6,127.691175
21.809836,5,127.695975
40.894859,6,127.701593
140.519525,11,127.712053
119.070389,10,127.724405
297.262975,15,138.912673
218.09897,15,138.926661
297.00841,15,138.940906
159.260127,12,138.952189
100.060855,9,138.960662
297.616203,15,149.674904
80.889391,8,149.682381
22.207139,5,149.687263
196.760972,14,149.699973
297.786143,15,149.714674
60.186527,7,160.425395
39.373342,6,160.431109
60.455663,7,160.437771
37.397983,6,160.443172
297.287328,15,160.457352
297.528933,15,171.107779
178.055831,13,171.119497
218.760275,15,171.13344
118.840234,10,171.142776
139.87438,11,171.153132
296.692741,15,182.201413
59.889976,7,182.207987
38.353715,6,182.213554
100.564757,9,182.224122
96.706471,9,182.232544
140.912205,11,193.423565
138.299507,11,193.433687
59.275018,7,193.440183
120.634822,10,193.449556
78.765292,8,193.456914
180.783396,13,204.185416
80.286535,8,204.193119
58.673786,7,204.199279
198.239008,14,204.212214
61.480767,7,204.218932
41.730277,6,214.930132
81.335995,8,214.937759
39.722933,6,214.943265
297.534976,15,214.957473
140.768322,11,214.967915
37.717504,6,225.60005
60.124094,7,225.60669
0.691446,4,225.610561
297.502978,15,225.624725
21.502941,5,225.629606
78.602245,8,236.270678
59.550566,7,236.277134
297.343186,15,236.291179
1.403448,4,236.295159
60.976435,7,236.301719
1.418307,4,247.030387
81.619893,8,247.038007
297.717637,15,247.05216
296.781427,15,247.066154
137.706493,11,247.076376
179.514302,13,258.304737
100.542633,9,258.313321
197.581181,14,258.326268
158.093824,12,258.337221
198.861593,14,258.35038
180.596174,13,269.050079
199.833065,14,269.063294
160.791059,12,269.074448
179.680395,13,269.086368
296.708717,15,269.100564
78.469028,8,279.554957
140.27289,11,279.565362
297.347991,15,279.579508
78.145016,8,279.586907
22.144999,5,279.594399
199.013577,14,290.319252
99.815646,9,290.327553
59.82517,7,290.333984
134.835323,11,290.343818
79.334756,8,290.351454
138.937066,11,300.994838
58.839376,7,301.001312
79.819035,8,301.008915
138.70416,11,301.019243
39.394977,6,301.027235
121.251051,10,312.202854
297.394421,15,312.217357
59.591037,7,312.223814
297.503982,15,312.238026
20.540095,5,312.242677
220.156715,15,322.960995
21.91262,5,322.965879
101.157183,9,322.974399
140.10713,11,322.984737
22.294293,5,322.989684
199.69168,14,333.728878
77.920612,8,333.73609
38.847027,6,333.741558
100.202104,9,333.749865
138.921476,11,333.760271
22.442354,5,344.419761
41.572074,6,344.425521
297.497167,15,344.439686
296.609255,15,344.453895
-17.338293,3,344.457011
297.588483,15,355.135155
38.024831,6,355.140659
80.596223,8,355.148242
78.966919,8,355.155647
80.191662,8,355.163281
77.104948,8,365.921391
297.543395,15,365.935385
79.498231,8,365.942709
80.322591,8,365.952575
59.169308,7,365.958928
61.858935,7,376.941717
200.356511,14,376.954897
297.57915,15,376.969101
40.059833,6,376.974717
140.068344,11,376.985163
296.376908,15,387.670199
40.598355,6,387.675889
297.515726,15,387.68999
79.33756,8,387.697373
78.081814,8,387.704694
297.285456,15,398.369744
198.601938,14,398.382686
-1.07563,4,398.386316
101.475928,9,398.394945
297.34355,15,398.409189
296.114247,15,409.104743
297.16194,15,409.118863
21.60848,5,409.123916
100.631317,9,409.132423
218.39665,15,409.146147
100.240003,9,419.929357
297.090147,15,419.943684
100.054374,9,419.952227
81.162051,8,419.959861
-17.270859,3,419.96304
297.450203,15,431.182513
21.374674,5,431.187531
99.125116,9,431.195943
218.568006,15,431.209727
297.695765,15,431.224092
79.911613,8,442.051681
138.916755,11,442.06186
297.405779,15,442.076034
297.413691,15,442.090192
21.979679,5,442.09512
297.364036,15,452.828547
297.64008,15,452.84269
139.450593,11,452.853088
297.680926,15,452.867137
21.871267,5,452.871982
61.360345,7,463.360636
21.959333,5,463.365558
140.859456,11,463.375933
118.206443,10,463.385026
118.724339,10,463.394185
178.033186,13,474.049225
100.517552,9,474.057648
101.453507,9,474.066253
120.292684,10,474.075529
21.177398,5,474.080336
159.419342,12,484.739222
39.917474,6,484.744904
61.104206,7,484.751644
-0.337494,4,484.755273
297.041947,15,484.769431
177.710715,13,495.88562
21.969668,5,495.890469
101.346309,9,495.899153
22.086763,5,495.904082
0.431163,4,495.907813
57.897588,7,506.660336
297.145279,15,506.674723
20.628039,5,506.679449
41.299202,6,506.685371
216.762523,15,506.699431
217.532346,15,517.340599
39.590164,6,517.346095
61.415697,7,517.352717
295.948811,15,517.366773
296.75113,15,517.380821
100.5137,9,528.06686
22.51172,5,528.071852
119.017098,10,528.081127
297.564346,15,528.095443
21.723768,5,528.102186
60.619044,7,538.813268
41.274385,6,538.819
38.996051,6,538.824447
20.803756,5,538.829185
61.903514,7,538.836012
19.866855,5,549.80062
159.524686,12,549.811829
1.255547,4,549.815825
100.820549,9,549.824204
199.480421,14,549.837477
15.523027,5,560.257789
21.608893,5,560.262721
219.087429,15,560.276707
160.170894,12,560.287922
137.947006,11,560.298067
297.02536,15,570.992141
140.457624,11,571.002429
101.456266,9,571.011017
61.979926,7,571.017807
80.948945,8,571.025329
179.129086,13,581.730887
200.607976,14,581.744282
58.75849,7,581.750754
40.739732,6,581.756399
296.891262,15,581.770667
20.294222,5,592.555359
156.624399,12,592.566361
19.367214,5,592.570933
119.851916,10,592.580272
98.013408,9,592.588647
40.798893,6,603.228835
2.240114,4,603.232858
220.253607,15,603.247184
-1.003894,4,603.250859
117.953992,10,603.260113
296.716647,15,614.311092
297.615683,15,614.325311
296.808222,15,614.33947
-1.054517,4,614.343057
38.194397,6,614.348629
21.379385,5,625.005618
218.116658,15,625.019564
101.067963,9,625.028031
22.257754,5,625.032913
20.250343,5,625.037445
138.507832,11,635.745421
138.178554,11,635.755295
80.748254,8,635.762798
79.722791,8,635.77033
79.60335,8,635.777772
141.565986,11,646.231853
178.274318,13,646.243864
176.338419,13,646.255904
297.5547,15,646.270236
0.477511,4,646.274148
179.104865,13,656.925671
78.414176,8,656.932932
