#{"t_start": 1765376885.1435552, "env_id": "None"}
r,l,t
-8.094859,15,0.582135
-29.717129,7,0.622082
-37.239119,14,0.700285
-46.6601,10,0.756696
-44.227097,6,0.790038
-65.314305,10,0.84552
14.688227,15,0.929185
-74.191286,13,1.003208
26.055159,15,1.087773
-37.152897,11,1.149134
-12.419736,7,1.189826
-49.701049,7,1.229386
-22.300153,9,1.279978
-79.387351,8,1.325014
-80.60575,11,1.386392
-51.644835,5,1.414313
2.597306,15,1.497184
-17.094295,7,1.534875
-26.390357,8,1.580567
45.043803,15,1.663469
8.508602,15,1.746591
7.420345,15,2.179018
-18.621133,10,2.234186
-26.438415,15,2.319308
30.835688,15,2.402577
-46.485397,10,2.457669
-13.944174,15,2.540275
-44.221597,5,2.567866
-45.487577,9,2.617663
3.064104,10,2.673393
-12.856725,15,2.758965
-73.226491,11,2.820852
31.646128,15,2.904708
-40.099846,10,2.96154
-58.074047,15,3.045338
41.450147,15,3.129754
-132.167478,10,3.186401
-60.979935,10,3.242879
-29.233162,14,3.321493
-28.416819,10,3.679366
50.889205,15,3.763619
-38.302753,11,3.824689
-38.657557,9,3.875157
13.023005,14,3.953538
21.152659,15,4.0371
-18.913062,11,4.09947
-36.90053,9,4.149299
-50.166159,9,4.199814
-10.175086,15,4.282464
-45.134847,9,4.331881
-35.075977,9,4.382056
-35.609957,11,4.442603
-70.193978,6,4.475522
-4.852502,14,4.552569
-30.48615,13,4.624869
-44.434932,10,4.681247
-12.812507,10,4.735804
-64.270704,6,4.770616
-36.92558,5,4.79935
-2.235869,15,4.883214
13.732159,15,5.268185
7.464565,15,5.351209
-7.681436,8,5.395656
-2.539558,15,5.47983
33.283231,15,5.563217
-29.969243,7,5.60173
-37.73381,6,5.635285
-47.680611,14,5.713453
-39.160939,15,5.79723
-46.61653,9,5.846986
-72.074441,7,5.886445
37.161662,15,5.96991
-36.580678,9,6.019051
31.035756,15,6.102266
-29.929798,8,6.146122
-56.875848,14,6.224931
39.442521,15,6.30943
14.674655,15,6.394804
-11.315871,15,6.478009
-52.418493,6,6.811636
14.983711,15,6.896234
-88.935324,11,6.957612
-68.386642,7,6.996727
24.499896,15,7.080397
-9.173343,15,7.165476
-9.370687,15,7.250272
13.936178,15,7.338638
-60.148315,11,7.400274
17.044798,15,7.484312
-58.298963,9,7.53414
-31.728468,14,7.612364
27.261376,15,7.69561
18.630833,15,7.777799
-15.522488,15,7.861501
-37.172477,10,7.916636
-31.413085,12,7.983224
-43.89192,6,8.016884
-59.930335,13,8.388763
-7.547311,15,8.4708
-60.385629,9,8.520746
-39.643005,8,8.565049
4.587563,15,8.647916
-6.424259,12,8.714559
14.518615,15,8.79838
-18.272452,6,8.831827
-27.788982,15,8.91533
-6.511252,12,8.980595
24.821147,15,9.064218
-25.687554,5,9.092064
35.616958,15,9.174941
38.905305,15,9.25723
-19.725703,7,9.296808
-16.409673,9,9.346827
48.129355,15,9.43031
34.95764,15,9.514044
-51.663005,8,9.558119
2.096731,15,9.967566
-21.913789,12,10.03458
-23.860057,7,10.072996
-10.149649,11,10.133701
-33.998761,11,10.19484
-64.573631,7,10.234494
19.250833,15,10.317385
-45.058011,12,10.383843
-12.571491,12,10.450281
-22.623334,13,10.52225
-0.938735,15,10.605553
-21.176107,9,10.654618
-45.616666,12,10.721453
43.056029,15,10.804273
-37.801308,6,10.836666
7.470944,15,10.918716
44.78367,15,11.001442
-20.094001,10,11.056282
6.276411,15,11.138339
25.86253,15,11.521619
13.869111,15,11.605784
44.109251,15,11.689436
-22.596088,10,11.745637
-11.127901,11,11.807794
2.141491,15,11.892303
-30.218081,9,11.944094
-24.538063,11,12.005492
11.072025,15,12.091023
-6.346199,13,12.164664
43.863239,15,12.249991
2.246146,15,12.334801
-12.690725,7,12.374798
36.195813,15,12.45957
-12.024916,8,12.505351
35.829008,15,12.590222
43.205052,15,12.675104
10.879954,15,13.062984
43.977117,15,13.148211
12.330043,15,13.233467
-35.216794,10,13.290364
-26.067861,15,13.374684
-33.331767,15,13.458437
16.100957,15,13.543672
-4.660853,15,13.627752
41.12624,15,13.712152
12.855299,15,13.795811
36.678479,15,13.880858
13.651645,15,13.964462
-17.052611,12,14.032642
-13.93918,11,14.09361
28.233289,15,14.177055
-5.714354,10,14.232411
-36.891772,13,14.605704
23.002109,15,14.691366
42.003338,15,14.775926
-22.249949,9,14.825468
-34.956048,9,14.874452
23.155804,15,14.95785
22.729712,15,15.041563
35.327128,15,15.124828
-51.885801,7,15.163729
31.674252,15,15.247
-29.581413,9,15.297737
16.990479,15,15.381976
43.054892,15,15.465271
28.025174,15,15.548565
33.777525,15,15.632323
-1.189951,15,15.717917
27.014359,15,15.80251
2.778402,13,16.174774
-51.284353,7,16.214976
36.76691,15,16.299621
-31.818709,13,16.373355
51.755136,15,16.457862
24.305199,15,16.542668
11.282633,15,16.627625
19.855213,15,16.711808
31.922635,15,16.79781
48.445868,15,16.882986
6.675841,15,16.968101
4.521212,15,17.053348
35.709756,15,17.137863
49.82451,15,17.223323
22.51916,15,17.307652
22.658714,15,17.393422
43.777639,15,17.778246
2.047588,14,17.858127
37.806813,15,17.942426
34.872439,15,18.027473
