#{"t_start": 1764870923.851325, "env_id": "None"}
r,l,t
18.862314,7,11.266436
92.879928,10,11.275982
-54.993527,4,11.279903
43.089412,8,11.287239
161.251453,13,11.298892
370.129863,15,23.091751
-55.262542,4,23.095829
-54.993308,4,23.099862
-30.888521,5,23.104566
-32.385047,5,23.109157
-54.8539,4,35.250721
-55.270663,4,35.254822
-5.909364,6,35.260384
-5.547856,6,35.266089
-31.630567,5,35.270455
-54.585425,4,48.244664
-56.054202,4,48.248352
-30.952146,5,48.253162
-5.748999,6,48.258725
-30.35433,5,48.263641
-5.928309,6,59.361518
-30.642066,5,59.366538
14.634356,7,59.372695
-5.534804,6,59.378575
19.287593,7,59.385171
13.572541,7,71.749622
-30.481461,5,71.754413
-5.766884,6,71.760346
19.580174,7,71.766952
165.494554,13,71.778994
-55.60425,4,1882.496551
369.190227,15,1882.525149
369.247925,15,1882.552457
-30.865021,5,1882.561229
18.465025,7,1882.573968
112.67415,11,2046.060352
117.365815,11,2046.076556
66.283904,9,2046.091442
92.493577,10,2046.105466
370.171572,15,2046.127164
68.678662,9,2159.194481
369.601437,15,2159.216716
368.069576,15,2159.239215
370.14889,15,2159.261136
166.292854,13,2159.280183
370.246929,15,5040.21162
-4.745939,6,5040.218759
-30.515871,5,5040.224577
-28.617819,5,5040.231932
369.707929,15,5040.251168
115.861734,11,5174.968272
162.829188,13,5174.980336
44.913617,8,5174.988009
191.535039,14,5175.00083
369.939168,15,5175.015666
-29.151302,5,5190.741373
-30.201964,5,5190.747098
370.508649,15,5190.762628
-4.422485,6,5190.773869
-6.138326,6,5190.781585
368.949969,15,5202.932453
-53.498688,4,5202.936639
141.992996,12,5202.947875
16.981504,7,5202.954127
-54.256123,4,5202.957978
18.186376,7,5215.620159
17.482929,7,5215.629154
369.744205,15,5215.64716
370.540299,15,5215.66406
94.495252,10,5215.685331
369.683098,15,5228.128906
-30.441308,5,5228.133869
214.47955,15,5228.147612
369.494951,15,5228.161782
369.862321,15,5228.176022
-5.750264,6,5238.997851
-30.116009,5,5239.003105
-8.564207,6,5239.008741
-30.283924,5,5239.013665
-6.560543,6,5239.019056
141.70281,12,5250.003102
69.535265,9,5250.011957
91.460436,10,5250.021172
166.714117,13,5250.034928
-33.178241,5,5250.039395
370.248446,15,5261.218328
-29.994753,5,5261.223653
370.083467,15,5261.237821
39.980889,8,5261.246581
370.332988,15,5261.260633
138.870345,12,5273.52885
115.915442,11,5273.539315
370.343696,15,5273.554185
118.245264,11,5273.573697
42.119169,8,5273.593756
43.873921,8,5287.687011
192.191177,14,5287.700398
369.439999,15,5287.714959
369.737781,15,5287.729335
-4.339305,6,5287.735181
368.80494,15,5299.008581
190.796048,14,5299.021936
139.149854,12,5299.032938
216.071614,15,5299.047292
-29.968828,5,5299.055709
369.442058,15,5310.129785
18.914459,7,5310.136602
370.245211,15,5310.151193
369.998424,15,5310.165722
43.544242,8,5310.173223
18.662876,7,5321.219219
67.232197,9,5321.227721
163.788283,13,5321.239474
-54.740391,4,5321.244304
214.684043,15,5321.259233
-30.017637,5,5333.655634
-58.945344,4,5333.659684
369.690421,15,5333.674993
-30.297535,5,5333.680068
-4.840953,6,5333.686102
141.500809,12,5348.695662
43.556194,8,5348.705085
141.780003,12,5348.716787
-29.499838,5,5348.72177
19.613907,7,5348.728542
38.233113,8,5359.618279
139.976741,12,5359.629703
44.094399,8,5359.637414
94.31213,10,5359.647404
16.841273,7,5359.654772
68.433111,9,5370.428466
116.372269,11,5370.438991
69.348783,9,5370.447817
-54.060393,4,5370.453361
43.545807,8,5370.460952
17.407082,7,5381.593989
215.041157,15,5381.608223
42.610981,8,5381.61559
39.909779,8,5381.622567
140.754874,12,5381.633306
185.661493,14,5395.008015
42.869752,8,5395.016377
66.743716,9,5395.024688
92.257138,10,5395.033831
92.774582,10,5395.042938
68.528682,9,5406.66014
44.134012,8,5406.668401
19.271143,7,5406.675112
45.62503,8,5406.682797
68.715192,9,5406.691168
42.230311,8,5417.751728
-5.178168,6,5417.757597
-4.057685,6,5417.763435
18.753098,7,5417.769906
216.146374,15,5417.783727
-5.479919,6,5429.040264
69.078853,9,5429.049252
118.052106,11,5429.060011
369.513466,15,5429.075912
68.662282,9,5429.084479
-5.477098,6,5440.476256
117.612178,11,5440.486996
43.179345,8,5440.494429
370.147631,15,5440.508703
-6.715076,6,5440.514171
43.002379,8,5452.952171
42.42624,8,5452.959839
65.028974,9,5452.968161
113.171071,11,5452.978398
41.405639,8,5452.985663
69.858987,9,5464.052376
368.432245,15,5464.06743
191.927698,14,5464.080695
-29.97139,5,5464.085522
368.65904,15,5464.099728
369.379503,15,5475.303924
-30.924097,5,5475.310756
18.187089,7,5475.319147
370.453022,15,5475.333037
118.304996,11,5475.343214
69.397788,9,5486.231546
-32.896157,5,5486.236311
117.382104,11,5486.246731
369.188544,15,5486.261083
369.319806,15,5486.275324
-30.014079,5,5497.239902
90.628087,10,5497.249156
370.229818,15,5497.263278
369.978586,15,5497.277487
91.69364,10,5497.286514
370.358095,15,5508.801457
94.447246,10,5508.811147
140.161613,12,5508.822112
140.698671,12,5508.832971
166.956981,13,5508.845262
68.341095,9,5521.012712
-29.002503,5,5521.018346
68.077699,9,5521.027026
41.605372,8,5521.037127
42.574101,8,5521.04773
-54.927574,4,5532.258009
369.759184,15,5532.272347
45.258913,8,5532.279989
-4.655843,6,5532.285805
-53.80349,4,5532.289764
369.954787,15,5543.67598
-5.901785,6,5543.682613
-30.079127,5,5543.687475
-30.081796,5,5543.692496
-3.911041,6,5543.698456
370.590141,15,5554.53227
44.342892,8,5554.5401
17.660761,7,5554.546537
191.205124,14,5554.5598
17.206952,7,5554.566443
369.983165,15,5567.37981
-31.659897,5,5567.38481
-4.414406,6,5567.39071
-5.540177,6,5567.396334
44.918581,8,5567.404004
164.081701,13,5580.566427
370.312773,15,5580.581011
40.483618,8,5580.590385
369.684301,15,5580.605288
-9.048933,6,5580.61059
164.420199,13,5591.603118
214.872462,15,5591.616996
-5.492009,6,5591.623506
