#{"t_start": 1765381089.398756, "env_id": "None"}
r,l,t
-36.283901,9,0.649397
14.937831,15,0.737545
-56.087228,6,0.771705
-1.268221,15,0.856607
-33.146346,6,0.892494
-23.23518,15,0.980883
-23.376169,5,1.011065
-74.91837,13,1.084232
-69.812641,12,1.153308
-60.210223,9,1.203157
4.395558,15,1.288657
-39.594227,6,1.337235
4.684647,15,1.427735
-36.925444,13,1.501784
-39.519994,12,1.570721
-25.945324,8,1.619337
5.347112,15,1.7039
-39.3695,10,1.760866
18.643493,15,1.845937
-71.258809,14,2.302425
-52.178499,14,2.380964
-15.745289,11,2.441553
-38.751906,14,2.518433
-52.54221,15,2.601908
-23.363005,6,2.637784
-29.445405,15,2.720908
-46.267693,11,2.783739
-64.549009,14,2.861356
-20.090427,11,2.923265
-7.422733,12,2.994364
-82.582505,14,3.075345
-25.08439,8,3.118658
-69.906041,10,3.176396
-87.148988,5,3.204519
-22.310494,15,3.29274
-40.327175,5,3.322088
-24.851395,12,3.391485
23.935825,15,3.480652
-14.715972,7,3.520432
-26.535757,7,3.566965
-56.83406,5,3.916011
-43.240224,7,3.95844
-23.979933,13,4.03907
-112.349392,10,4.094464
-36.55414,15,4.182421
-26.699233,6,4.216617
-13.888922,6,4.250385
-48.199076,10,4.307795
35.610381,15,4.400355
-64.032359,11,4.463059
-20.66103,14,4.541276
-60.692227,11,4.606107
-45.833826,13,4.68203
-17.804823,9,4.733287
-59.243629,7,4.773291
-37.733828,8,4.817936
-26.496299,14,4.89647
15.497927,15,4.980942
-33.836943,11,5.042294
23.881125,15,5.12667
-22.205269,13,5.502687
-42.345318,10,5.561435
-15.66689,13,5.643251
-37.007016,12,5.714338
11.422724,15,5.813804
-56.918762,9,5.866552
-53.126643,5,5.895419
-34.808738,13,5.972467
-41.905968,12,6.043962
-4.451752,15,6.136315
-92.459995,12,6.207625
0.464354,15,6.298484
-63.777657,15,6.388719
-87.09708,6,6.4248
40.720148,15,6.519256
-78.193958,9,6.576395
-67.887529,13,6.654102
-63.28863,9,6.703582
-6.576053,15,6.795614
34.500789,15,7.195819
-16.15702,13,7.27149
34.652348,15,7.358235
27.133227,15,7.445421
-43.36282,14,7.54706
1.249098,15,7.632679
21.127768,15,7.720305
-36.060868,13,7.794897
-53.340471,7,7.834393
-59.759182,12,7.907976
-50.529487,6,7.943703
27.841974,15,8.030261
17.589519,15,8.118021
43.898101,15,8.205076
-58.463031,6,8.238661
29.752239,15,8.330821
-26.894414,6,8.368289
-24.619702,7,8.419692
8.723117,15,8.509887
29.490292,15,8.904438
-39.550187,10,8.963439
-18.850444,10,9.018847
39.468706,15,9.106801
-39.96681,5,9.135533
19.833209,15,9.226149
-19.181173,9,9.277888
31.582265,15,9.362636
53.770758,15,9.451109
29.389603,15,9.538384
-43.226172,8,9.583545
31.014118,15,9.66867
-15.935825,6,9.70441
14.776627,15,9.792531
-9.386888,15,9.880223
10.855016,15,9.966403
-27.671736,8,10.012331
-9.371603,12,10.086432
36.830633,15,10.488379
-38.265648,9,10.540176
3.908545,15,10.627591
31.030102,15,10.713739
32.38758,15,10.800746
-27.105855,7,10.841359
-17.070035,9,10.893428
-21.114532,12,10.963346
-40.424164,11,11.028006
18.395412,15,11.115115
-23.153222,13,11.190737
27.831809,15,11.27824
-21.729417,9,11.328964
-18.307213,9,11.383061
-0.247759,11,11.443808
28.465749,15,11.529734
16.749849,15,11.615487
37.823587,15,11.699828
-8.024201,8,11.744507
-1.980118,15,12.128416
20.388267,15,12.21688
40.184537,15,12.303549
-48.168994,5,12.334564
39.91929,15,12.420682
8.651483,15,12.507717
28.903371,15,12.602977
21.080743,15,12.689071
10.331812,15,12.774585
-6.220988,15,12.859408
-53.141252,15,12.943842
33.312134,15,13.02915
48.787013,15,13.115316
9.56037,15,13.203804
15.349089,15,13.290988
39.530888,15,13.67144
47.639274,15,13.756045
-23.83325,8,13.802817
-23.517258,8,13.848121
-19.636576,15,13.932186
-27.61302,6,13.966731
37.795849,15,14.056999
-39.521069,10,14.113747
-35.45111,7,14.153428
-33.841199,11,14.216689
2.094186,13,14.290444
18.314546,15,14.374892
36.698007,15,14.463699
3.25817,15,14.551534
46.633671,15,14.636497
2.441377,15,14.720495
42.033279,15,14.805136
36.524726,15,14.892843
-28.697886,11,15.251425
24.288926,15,15.338626
19.972684,15,15.423914
6.989477,15,15.50822
19.792248,15,15.593995
46.63704,15,15.678178
8.449375,14,15.755589
-8.365011,8,15.800678
28.431223,15,15.885393
-14.69807,8,15.931354
32.91141,15,16.017873
-18.880274,12,16.084969
30.398593,15,16.17
2.933932,13,16.245874
22.013691,15,16.332676
7.905081,15,16.419303
-49.076195,9,16.471574
-20.333626,11,16.833237
31.998472,15,16.923243
30.600559,15,17.008135
31.170073,15,17.093382
20.626095,15,17.179508
45.241069,15,17.26651
27.79323,15,17.349807
26.206344,15,17.433907
33.939129,15,17.522913
10.098237,12,17.589653
-18.006723,12,17.656265
50.121893,15,17.743746
9.007079,12,17.812364
-0.245529,12,17.881272
17.289805,15,17.968411
21.788722,15,18.058491
35.218427,15,18.452938
30.231418,15,18.538603
53.691295,15,18.62414
30.514173,15,18.708891
1.17632,10,18.764542
-18.298558,5,18.79335
4.310176,14,18.872479
47.621126,15,18.957533
38.873682,15,19.042449
33.625168,15,19.129086
29.367918,15,19.21517
-20.410374,9,19.267135
35.61696,15,19.353946
-6.285394,12,19.422763
45.003281,15,19.508932
44.803682,15,19.595612
49.973825,15,19.680492
44.561731,15,20.068951
45.428494,15,20.155889
36.234086,15,20.243457
20.546129,15,20.330035
44.728469,15,20.418007
-6.951158,10,20.474374
35.96845,15,20.559399
40.299799,15,20.650416
13.193184,15,20.735191
40.050333,15,20.826561
53.63129,15,20.911622
39.309758,15,21.002991
42.922259,15,21.124912
51.197396,15,21.213692
43.74182,15,21.301074
27.290334,15,21.685242
37.355569,15,21.774689
37.094118,15,21.861892
34.431461,15,21.948814
47.602905,15,22.033774
32.480428,15,22.119172
-6.137954,11,22.181818
40.338325,15,22.271353
36.7572,15,22.357127
47.176236,15,22.443246
46.048914,15,22.529012
42.780684,15,22.615818
41.260107,15,22.70431
30.650374,15,22.789668
41.109982,15,22.874852
36.929391,15,23.293566
42.275093,15,23.380493
32.188418,15,23.465771
31.162652,15,23.551866
40.146842,15,23.63792
36.273742,15,23.725686
52.142599,15,23.812089
43.836589,15,23.897773
16.059345,15,23.983133
44.526368,15,24.068386
37.640756,15,24.153454
28.501725,15,24.238454
40.687472,15,24.324605
46.711929,15,24.409963
40.776896,15,24.499426
47.156615,15,24.884878
49.55321,15,24.971137
43.494341,15,25.057053
49.466326,15,25.145248
33.393944,15,25.231047
43.696445,15,25.317771
39.854818,15,25.406496
43.522349,15,25.492866
24.619843,15,25.577778
33.230026,15,25.662386
45.883666,15,25.747173
52.511308,15,25.831881
48.279673,15,25.916467
33.664015,15,26.002321
46.191129,15,26.091037
49.159135,15,26.496991
41.537042,15,26.583187
53.750954,15,26.670568
50.035991,15,26.756757
44.911224,15,26.842858
46.777729,15,26.928122
42.231295,15,27.013966
46.768074,15,27.101536
39.254045,15,27.186341
9.97566,15,27.274361
45.019418,15,27.359997
46.264899,15,27.448886
27.267853,15,27.53647
43.833978,15,27.624468
48.18017,15,27.726734
47.873554,15,28.111872
48.015125,15,28.197546
39.776822,15,28.283535
44.987155,15,28.367907
45.522375,15,28.452603
35.874022,15,28.537317
50.698685,15,28.625405
43.502877,15,28.709557
51.290721,15,28.794945
45.278077,15,28.881511
38.045625,15,28.967933
50.228669,15,29.055675
48.501875,15,29.142396
50.000383,15,29.228108
44.831171,15,29.315975
44.552987,15,30.183724
42.781838,15,30.287825
41.217374,15,30.376155
43.278486,15,30.461067
41.953737,15,30.549663
42.637375,15,30.635358
40.336209,15,30.720161
45.802124,15,30.805222
48.166121,15,30.89089
43.13022,15,30.976503
44.283902,15,31.062072
51.073681,15,31.146808
46.887954,15,31.235841
53.343043,15,31.321635
51.439352,15,31.407832
50.502906,15,31.838192
55.230679,15,31.923435
49.461673,15,32.008753
50.441738,15,32.093832
39.555862,15,32.179044
48.601379,15,32.265376
47.411537,15,32.350784
52.273961,15,32.435575
46.584905,15,32.519673
28.935036,15,32.604641
49.777894,15,32.689829
36.274666,15,32.776693
41.813012,15,32.862362
55.331573,15,32.949029
52.277071,15,33.035309
53.327657,15,33.427298
51.134271,15,33.513625
45.030328,15,33.599152
40.883566,15,33.684443
49.982322,15,33.770196
52.402517,15,33.855311
40.763283,15,33.940609
47.702392,15,34.025257
37.49535,15,34.110373
52.08596,15,34.195473
52.348951,15,34.280926
47.076173,15,34.368045
33.213706,15,34.45522
37.998374,15,34.54157
45.261254,15,34.627722
47.350216,15,35.040756
48.084051,15,35.12626
43.886209,15,35.210408
50.78925,15,35.297209
50.996722,15,35.383957
45.67939,15,35.470145
46.870245,15,35.555568
54.262633,15,35.642089
46.615087,15,35.728097
51.502401,15,35.813279
50.05234,15,35.89852
44.93957,15,35.986349
51.604573,15,36.073171
48.795874,15,36.159418
52.297456,15,36.245024
51.705115,15,36.652187
56.022927,15,36.738201
49.733627,15,36.823105
44.078365,15,36.912395
54.021506,15,37.010448
48.708259,15,37.097583
54.092571,15,37.186488
53.82142,15,37.272704
49.023548,15,37.359769
53.709452,15,37.446117
48.062651,15,37.536211
31.433389,15,37.626155
46.295952,15,37.712777
52.138568,15,37.799396
47.677966,15,37.886048
54.335508,15,38.279572
47.634488,15,38.367245
47.730674,15,38.455169
53.451953,15,38.541435
53.841134,15,38.631043
54.525196,15,38.717272
50.864825,15,38.805567
52.940349,15,38.891556
55.892087,15,38.983203
35.540784,15,39.079785
35.232061,15,39.16582
40.98006,15,39.251057
45.013916,15,39.338054
42.518128,15,39.423619
49.262098,15,39.509065
52.941519,15,39.89391
54.320352,15,39.980646
51.534973,15,40.066244
47.939094,15,40.151775
54.281747,15,40.237216
53.977623,15,40.325011
52.410849,15,40.411192
53.419796,15,40.497164
56.418956,15,40.58295
52.880523,15,40.669615
41.711263,15,40.755261
52.874001,15,40.841175
52.804417,15,40.926701
54.782737,15,41.014594
54.86068,15,41.100142
48.528903,15,41.513667
52.038205,15,41.600778
56.873185,15,41.687205
54.092781,15,41.776537
52.075409,15,41.863696
49.374688,15,41.950037
56.36051,15,42.036638
56.447231,15,42.12242
52.675068,15,42.208293
51.120724,15,42.295015
50.930298,15,42.381168
47.364369,15,42.470322
52.797694,15,42.559743
54.830911,15,42.647214
45.625466,15,42.733152
56.255018,15,43.126894
54.983702,15,43.257857
56.473531,15,43.346113
56.581866,15,43.432569
51.628763,15,43.519046
50.458656,15,43.6046
52.49802,15,43.693903
51.277884,15,43.794134
40.878647,15,43.880777
47.159992,15,43.966447
52.631566,15,44.051616
52.355064,15,44.137532
51.760218,15,44.224038
51.462393,15,44.309606
47.700311,15,44.395707
55.135461,15,44.783243
55.858347,15,44.869697
51.231589,15,44.956104
56.565625,15,45.043078
54.825777,15,45.133577
56.077514,15,45.220965
53.636161,15,45.307156
50.465327,15,45.395322
57.169196,15,45.484568
47.632496,15,45.572443
51.85106,15,45.658342
52.672016,15,45.748088
51.011532,15,45.834678
52.886286,15,45.921925
55.219754,15,46.011432
53.77103,15,46.429399
48.665404,15,46.515522
52.97595,15,46.600627
56.554651,15,46.685572
54.00256,15,46.770646
56.066968,15,46.855859
53.792483,15,46.940727
51.086719,15,47.025999
52.614142,15,47.111385
57.476169,15,47.196293
55.445688,15,47.281951
50.090704,15,47.369105
57.537775,15,47.456335
53.977564,15,47.543006
54.026751,15,47.629095
48.259752,15,48.021387
55.47804,15,48.107936
56.342493,15,48.192841
56.112439,15,48.277709
53.998754,15,48.36426
57.887613,15,48.449293
54.0355,15,48.534449
54.744339,15,48.619447
56.748474,15,48.703832
52.212081,15,48.787699
59.076614,15,48.874944
50.942973,15,48.961348
53.486965,15,49.050418
47.980573,15,49.136604
54.311546,15,49.222371
50.24315,15,49.614643
57.228897,15,49.764971
56.963152,15,49.861669
58.268398,15,49.952255
54.436864,15,50.043294
55.469948,15,50.13537
51.62389,15,50.26961
57.451394,15,50.434104
54.621533,15,50.522463
49.909387,15,50.614129
55.717086,15,50.700677
54.377554,15,50.787495
47.753411,15,50.874799
54.304211,15,50.961018
58.140005,15,51.049569
51.226085,15,51.455666
57.43974,15,51.544894
55.747735,15,51.634002
52.338264,15,51.72585
53.675665,15,51.814733
53.112546,15,51.902753
55.178889,15,51.995077
55.054286,15,52.084018
56.630856,15,52.170951
55.380427,15,52.259524
57.808126,15,52.346295
54.268545,15,52.437266
54.403349,15,52.532848
57.050188,15,52.621631
52.496604,15,52.712029
57.01677,15,53.13656
54.626981,15,53.224931
50.108044,15,53.312646
57.329392,15,53.401328
57.34454,15,53.488941
56.723403,15,53.575803
54.283155,15,53.662698
56.11113,15,53.749813
55.870846,15,53.837685
51.515895,15,53.927019
55.612437,15,54.011853
51.391003,15,54.096711
57.460325,15,54.182513
56.711565,15,54.269572
55.996935,15,54.35528
53.476816,15,54.743197
52.870526,15,54.829489
57.285431,15,54.914815
57.637323,15,55.000711
54.914617,15,55.086553
56.314287,15,55.17222
56.919445,15,55.26104
57.372412,15,55.346875
56.733955,15,55.433868
59.564205,15,55.522663
56.749312,15,55.611028
56.69918,15,55.700898
57.023449,15,55.790149
57.919925,15,55.879206
53.932819,15,55.96712
54.564355,15,56.356382
58.803404,15,56.443434
53.226345,15,56.528774
55.617918,15,56.614248
56.907198,15,56.699649
56.32752,15,56.784721
55.017378,15,56.869684
56.556514,15,56.954563
56.105957,15,57.039904
52.649987,15,57.124832
50.944654,15,57.209783
58.915641,15,57.29423
57.261749,15,57.37923
57.3626,15,57.464203
43.776118,15,57.549257
55.980548,15,57.932074
59.187731,15,58.018652
57.832261,15,58.104182
54.295606,15,58.189392
53.625172,15,58.274962
58.935057,15,58.360976
53.99399,15,58.452914
57.054546,15,58.544244
57.749939,15,58.63301
57.837166,15,58.723758
57.1768,15,58.811845
55.996593,15,58.898109
58.314397,15,58.983715
56.972349,15,59.069179
57.017737,15,59.15466
58.114833,15,59.541593
52.928975,15,59.627564
54.581503,15,59.713397
58.368296,15,59.800292
56.439429,15,59.886691
55.459653,15,59.972451
57.714545,15,60.058516
57.101647,15,60.146012
55.613055,15,60.232368
56.697369,15,60.318076
57.629674,15,60.409799
57.14867,15,60.503273
56.945311,15,60.597529
59.029873,15,60.689747
58.764218,15,60.793734
54.022781,15,61.190567
58.836254,15,61.276436
57.82677,15,61.367055
57.638304,15,61.457916
52.908172,15,61.547849
56.417209,15,61.637105
58.009214,15,61.723731
57.25743,15,61.809643
56.134507,15,61.894907
58.714727,15,61.979809
58.87608,15,62.064588
58.942981,15,62.151281
55.172165,15,62.235275
57.974302,15,62.319484
57.786656,15,62.404854
55.867728,15,62.786106
58.040392,15,62.874878
58.38097,15,62.963268
58.261066,15,63.051386
56.13347,15,63.138422
58.62112,15,63.224141
57.991483,15,63.309574
57.469855,15,63.396115
59.195716,15,63.484791
58.101039,15,63.572365
57.538522,15,63.659718
56.722201,15,63.74664
56.556878,15,63.835128
55.770514,15,63.922077
58.378428,15,64.010171
54.794768,15,64.435051
56.505118,15,64.523287
57.974053,15,64.611531
57.803823,15,64.698522
57.973813,15,64.785451
58.015358,15,64.872203
58.275433,15,64.958547
59.156052,15,65.047351
58.510673,15,65.136001
58.185096,15,65.22253
57.655437,15,65.312053
57.903258,15,65.398813
58.523526,15,65.48522
57.807741,15,65.570738
58.777248,15,65.656109
57.074659,15,66.042188
56.687793,15,66.128515
57.751168,15,66.213408
58.849991,15,66.298616
58.602672,15,66.38479
58.358665,15,66.472126
55.8375,15,66.55783
55.004249,15,66.643398
58.513289,15,66.729181
57.87285,15,66.823266
58.759927,15,66.912016
59.203367,15,66.998358
58.717312,15,67.087338
57.941877,15,67.177154
59.023702,15,67.267055
57.939167,15,68.222909
59.259508,15,68.311965
58.110445,15,68.399951
59.21434,15,68.488302
57.346777,15,68.575446
59.072961,15,68.662977
58.776426,15,68.749823
57.387657,15,68.836921
59.447476,15,68.923417
58.148759,15,69.010013
59.066962,15,69.097086
